ISSN,titulo, poblacion,comunidad_autonoma,comprende,año_inicio,año_final
2659-7152,Madrid me mata (Madrid),Madrid,Comunidad de Madrid,De 1984 a 1986. Del n. 1 al n. 15,1984,1986
1696-8492,Madrid-sport (Madrid),Madrid,Comunidad de Madrid,Del 05/10/1916 al 25/12/1924,1916,1924
2171-3057,Madrid turístico y monumental,Madrid,Comunidad de Madrid,Del 02/1935 al 04/1936. Del n. 1 al n. 9,1935,1936
2479-0818,Madriz (Madrid),Madrid,Comunidad de Madrid,De 1/1984 a 11/1986,1984,1986
0214-5480,La Malva (Madrid),Madrid,Comunidad de Madrid,Del 5/11/1859 al 25/1/1860,1859,1860
2171-7346,La Mañana (Madrid. 1909),Madrid,Comunidad de Madrid,Del 5/12/1909 al 6/2/1920,1909,1920
2486-739X,El Manifiesto (Madrid. 1880),Madrid,Comunidad de Madrid,Del 1/1/1881 al 30/12/1881,1881,1881
2171-8210,Mar (Madrid. 1935),Madrid,Comunidad de Madrid,Del n. 9 (4/1935) al n. 23 (6/1936),1935,1936
2171-3278,Lo Maravilloso (Madrid),Madrid,Comunidad de Madrid,Del 10/04/1909 al 30/03/1910. Del n. 1 al n. 24,1909,1910
2340-0595,Marca (Madrid),Madrid,Comunidad de Madrid,Del 21/12/1938 al 31/12/2010,1938,2010
2340-0595,Marca (Madrid),Madrid,Comunidad de Madrid,1/1/2017-,2017,2023
2445-3633,Marca. Semanario gráfico de los deportes,Madrid,Comunidad de Madrid,Del 5/11/1946 al 30/7/1963,1946,1963
2445-3625,Marca. Suplemento gráfico de los deportes,Madrid,Comunidad de Madrid,Del 26/9/1944 al 5/11/1946,1944,1946
2445-3617,Marca. Suplemento gráfico de los martes,Madrid,Comunidad de Madrid,Del 5/1/1943 al 19/9/1944,1943,1944
2445-3013,Marca estilo,Madrid,Comunidad de Madrid,23/6/2017-20/12/2017,2017,2017
2174-9590,Marina civil (Madrid. 1934),Madrid,Comunidad de Madrid,Del 01/01/1934 al 03/1936. Del n. 62 al n. 86,1934,1936
1887-9438,La Marina española,Madrid,Comunidad de Madrid,Del 06/11/1867 al 30/12/1868. Del n. 1 al n. 60,1867,1868
2174-4297,Marmitón (Madrid),Madrid,Comunidad de Madrid,Del 11/1933 al 03/1934. Del n. 1 al n. 4,1933,1934
1889-9544,Marte (Madrid),Madrid,Comunidad de Madrid,Del 05/09/1901 al 10/10/1901. Del n. 1 al n. 6,1901,1901
1698-3602,El Mata-moscas (Madrid),Madrid,Comunidad de Madrid,Del 03/02/1837 al 25/08/1837,1837,1837
1887-7354,Medina (Madrid),Madrid,Comunidad de Madrid,Del 20/3/1941 al 30/12/1945,1941,1945
2695-6020,Memora / Colegio de Auxiliares de Medicina y Cirugía de Madrid,Madrid,Comunidad de Madrid,1923,1923,1923
2660-3209,Memoria ... de la Sociedad Especial Minera Los Amigos de Reding,Madrid,Comunidad de Madrid,1865 y 1869,1865,1869
2605-4167,Memoria / Biblioteca Pública Municipal de Vallecas,Madrid,Comunidad de Madrid,De 1933/1934 a 1935,1933,1935
2605-4159,Memoria / Biblioteca pública municipal de Chamartín de la Rosa,Madrid,Comunidad de Madrid,1933/1935,1933,1935
2605-4264,Memoria / Comité de Reforma Reconstrucción y Saneamiento de Madrid,Madrid,Comunidad de Madrid,1937/1938,1937,1938
2174-9450,Memoria de la Biblioteca Nacional de España,Madrid,Comunidad de Madrid,Del 1858 al 2018,1858,2018
2605-4310,Memoria de la Junta Delegada / Liceo Artístico y Literario de Madrid.,Madrid,Comunidad de Madrid,De 1840 a 1843,1840,1843
2444-8745,Memoria de la Junta de Gobierno del Cuerpo Colegiado de Caballeros Hijosdalgo de la Nobleza de Madrid,Madrid,Comunidad de Madrid,1878,1878,1878
2444-8745,Memoria de la Junta de Gobierno del Cuerpo Colegiado de Caballeros Hijosdalgo de la Nobleza de Madrid,Madrid,Comunidad de Madrid,1897 y 1899-1900,1897,1900
2695-6233,Memoria del ejercicio / Fosfatos de Bu-Craa S.A. (Fosbucraa),Madrid,Comunidad de Madrid,De 1974 a 1975,1974,1975
2605-468X,Memoria leída en el solemne reparto de premios a la virtud (Ed. resumida),Madrid,Comunidad de Madrid,De 1909 a 1910,1909,1910
2605-4671,Memoria leída en el solemne reparto de premios a la virtud / Real Sociedad Económica Matritense de Amigos del País,Madrid,Comunidad de Madrid,Del 1907 al 1910,1907,1910
0213-151X,Memoria leída en la Junta General de Accionistas del Banco Español de San Fernando ...,Madrid,Comunidad de Madrid,Del 1853 al 1856,1853,1856
2660-9797,Memoria presentada por la Dirección del Arbolado al Excmo. Sr. Alcalde Corregidor de Madrid,Madrid,Comunidad de Madrid,1850,1850,1850
0211-0210,Memoria que comprende el resumen de los trabajos verificados en el año de ... por las diferentes secciones de la Comisión encargada de formar el mapa geológico de la provincia de Madrid y el general del Reino,Madrid,Comunidad de Madrid,Del 1850 al 1855,1850,1855
2172-6388,Memoria sobre la producción de los montes públicos de Filipinas,Madrid,Comunidad de Madrid,De 1871/1872 a 1875/1876,1871,1876
1576-9801,Memorial literario instructivo y curioso de la Corte de Madrid,Madrid,Comunidad de Madrid,Del 01/1784 al 12/1790,1784,1790
1576-9828,Memorial literario o Biblioteca periódica de ciencias literatura y artes,Madrid,Comunidad de Madrid,Del 1801 al 30/05/1808. Del n. 1 al n. 54,1801,1808
2171-0279,Memorias consulares e informaciones,Madrid,Comunidad de Madrid,Del 1900 al 1902. Del n. 1 al n. 39,1900,1902
2171-0287,Memorias diplomáticas y consulares e informaciones,Madrid,Comunidad de Madrid,Del 1902 al 1922. Del n. 40 al n. 734,1902,1922
1885-723X,Mensagero de las Cortes,Madrid,Comunidad de Madrid,Del 1/6/1834 al 28/2/1835,1834,1835
2171-0406,El Mensagero (Madrid. 1820),Madrid,Comunidad de Madrid,1820,1820,1820
2660-6585,El Mensajero de teatros,Madrid,Comunidad de Madrid,Del 31/3/1850 al 28/4/1850. Del n. 1 al n. 5,1850,1850
1889-8890,El Mentidero (Madrid),Madrid,Comunidad de Madrid,Del 01/02/1913 al 15/04/1922. Del n. 1 al n. 476,1913,1922
2340-4477,El Mentor de la infancia,Madrid,Comunidad de Madrid,De 1843 a 1845,1843,1845
2171-1100,Mercurio de España,Madrid,Comunidad de Madrid,Del 01/1784 al 12/1830,1784,1830
0214-5502,Mercurio español,Madrid,Comunidad de Madrid,Del 1814 al 19/10/1814. Del n. 1 al n. 125,1814,1814
2171-1097,Mercurio histórico y político,Madrid,Comunidad de Madrid,Del 01/1738 al 12/1783,1738,1783
2253-7619,La Mesa revuelta,Madrid,Comunidad de Madrid,Del n. 1 (7/4/1875) al n. 57 (20/8/1876),1875,1876
2173-092X,El Metalúrgico (Madrid. 1927),Madrid,Comunidad de Madrid,Del n. 57 (1/1932) al n. 80 (12/1933),1932,1933
2171-6471,El Militar español,Madrid,Comunidad de Madrid,Del 03/07/1846 al 27/04/1848. Del n. 1 al n. 283,1846,1848
1699-0005,Militares y paisanos,Madrid,Comunidad de Madrid,Del 01/01/1896 al 20/12/1896. Del n. 1 al n. 52,1896,1896
1137-9812,La Minería (Madrid),Madrid,Comunidad de Madrid,Del 15/08/1872 al 23/12/1874,1872,1874
2171-0414,Minerva española,Madrid,Comunidad de Madrid,01/04/1820,1820,1820
2171-1127,Minerva o El Revisor general,Madrid,Comunidad de Madrid,Del 01/1805 al 07/1818.,1805,1818
1888-0835,Miscelánea (Madrid),Madrid,Comunidad de Madrid,Desde el n. 1 (11/1899) al n. 59 (30/12/1900),1899,1900
2171-0686,Miscelánea de comercio artes y literatura,Madrid,Comunidad de Madrid,Del 01/10/1819 al 31/05/1820,1819,1820
2171-0732,Miscelánea de comercio política y literatura,Madrid,Comunidad de Madrid,Del 01/06/1820 al 24/09/1821,1820,1821
2254-3775,Miscelánea turolense,Madrid,Comunidad de Madrid,Del n. 1 (10/3/1891) al n. 23 (15/1/1901),1891,1901
2254-2973,El Mochuelo literato,Madrid,Comunidad de Madrid,Del n. 1 al n. 10 (1820),1820,1820
1576-6101,La Monarquía (Madrid. 1887),Madrid,Comunidad de Madrid,Del 09/10/1887 al 14/08/1890,1887,1890
1886-7251,Mondariz (Madrid),Madrid,Comunidad de Madrid,Del 01/05/1915 al 20/04/1922. Del n. 1 al n. 46,1915,1922
2478-852X,La Moneda de hierro,Madrid,Comunidad de Madrid,De 1979 a 1980,1979,1980
2171-5904,Monigotes (Madrid),Madrid,Comunidad de Madrid,Del 06/10/1892 al 10/12/1892. Del n. 1 al n. 10,1892,1892
2171-7486,El Monitor de la salud de las familias y de la salubridad de los pueblos,Madrid,Comunidad de Madrid,Del 1/1/1858 al 15/12/1864,1858,1864
1131-1835,El Monitor sanitario,Madrid,Comunidad de Madrid,De 1908 a 1934,1908,1934
2695-4877,El Monitor ultramarino o Archivos americanos de historia política y literatura,Madrid,Comunidad de Madrid,Del 1/5/1822 al 8/5/1822. Del n. 1 al n. 2,1822,1822
2171-2557,El Mono azul,Madrid,Comunidad de Madrid,Del 1936 al 09/12/1937,1936,1937
2486-5427,El Mono sabio,Madrid,Comunidad de Madrid,Del 20/10/1884 al 26/10/1884. Del n. 2 al n. 3,1884,1884
1885-5261,Monos (Madrid),Madrid,Comunidad de Madrid,Del 10/12/1904 al 29/12/1906,1904,1906
2173-9854,Montes e industrias,Madrid,Comunidad de Madrid,Del 11/1930 al 11/1934. Del n. 1 al n. 47,1930,1934
2173-500X,El Mortero (Madrid),Madrid,Comunidad de Madrid,Del 01/1896 al 27/12/1897. Del n. 71 al n. 173,1869,1897
1889-8904,El Motín (Madrid),Madrid,Comunidad de Madrid,Del 10/04/1881 al 11/9/1926,1881,1926
2172-0673,Motoavión (Madrid),Madrid,Comunidad de Madrid,Del n. 1 (15/4/1928) al n. 161 (25/12/1934),1928,1934
2253-9956,Motociclismo (Madrid. 1918),Madrid,Comunidad de Madrid,Del 1/1918 al 3/1921,1918,1921
2531-0291,Motor (Madrid. 1991),Madrid,Comunidad de Madrid,11/1/2017-,2017,2023
2171-7222,El Movimiento católico,Madrid,Comunidad de Madrid,Del 20/6/1895 al 5/10/1897,1895,1897
2340-4531,Los Muchachos (Madrid),Madrid,Comunidad de Madrid,Del n. 1 (17/5/1914) al n. 431 (3/9/1922),1914,1922
2171-1291,Muchas gracias (Madrid),Madrid,Comunidad de Madrid,Del 02/02/1924 al 20/02/1932. Del n. 1 al n. 415,1924,1932
1698-0417,La Mujer (Madrid. 1852),Madrid,Comunidad de Madrid,Del 7/3/1852 al 17/10/1852,1852,1852
1698-0360,La Mujer (Madrid. 1871),Madrid,Comunidad de Madrid,Del 21/5/1871 al 30/8/1871. Del n. 1 al n. 12,1871,1871
1698-0425,Mujer (Madrid. 1931),Madrid,Comunidad de Madrid,Del 6/6/1931 al 8/8/1931,1931,1931
2173-0970,Mundial (Madrid),Madrid,Comunidad de Madrid,Del n. 1 (4/1936) al n. 4 (7/1936),1936,1936
2173-2531,El Mundo (Madrid. 1874),Madrid,Comunidad de Madrid,Del 8/1/1874 al 6/3/1874,1874,1874
1889-8815,El Mundo alegre (Madrid. 1890),Madrid,Comunidad de Madrid,1890. Del n. 1 al n. 10,1890,1890
1886-8568,El Mundo cómico,Madrid,Comunidad de Madrid,Del 03/11/1872 al 25/03/1876,1872,1876
2171-3650,El Mundo de los niños (Madrid),Madrid,Comunidad de Madrid,Del 10/01/1887 al 30/12/1891,1887,1891
1134-4261,El Mundo del siglo veintiuno,Madrid,Comunidad de Madrid,De 1989 a 2009,1989,2009
1134-4261,El Mundo del siglo veintiuno,Madrid,Comunidad de Madrid,17/12/2016-,2016,2023
1697-0179,El Mundo del siglo veintiuno (Ed. nacional),Madrid,Comunidad de Madrid,17/12/2016-,2016,2023
2171-0872,Mundo femenino (Madrid. 1921),Madrid,Comunidad de Madrid,Del 01/07/1934 al 01/03/1936. Del n. 100 al n. 112,1934,1936
1579-847X,Mundo gráfico,Madrid,Comunidad de Madrid,Del 02/11/1911 al 7/12/1938,1911,1938
1886-8053,El Mundo militar (Madrid. 1859),Madrid,Comunidad de Madrid,Del 13/11/1859 al 27/08/1865,1859,1865
2487-2946,El Mundo moderno,Madrid,Comunidad de Madrid,Del 22/2/1881 al 10/7/1881,1881,1881
2171-1305,El Mundo naval ilustrado,Madrid,Comunidad de Madrid,Del 01/05/1897 al 30/12/1901,1897,1901
2171-1321,El Mundo nuevo (Madrid),Madrid,Comunidad de Madrid,Del 01/04/1851 al 13/07/1851,1851,1851
1886-886X,El Mundo pintoresco,Madrid,Comunidad de Madrid,Del 11/04/1858 al 30/12/1860. Del n. 1 al n. 53,1858,1860
1695-5676,El Mundo El Correo de Burgos,Madrid,Comunidad de Madrid,2010,2010,2010
1695-5676,El Mundo El Correo de Burgos,Madrid,Comunidad de Madrid,17/12/2016-,2016,2023
2660-6593,El Museo católico,Madrid,Comunidad de Madrid,24/5/1867,1867,1867
2173-9579,Museo criminal,Madrid,Comunidad de Madrid,Del 01/01/1904 al 15/08/1909. Del n. 1 al  n. 135,1904,1909
2172-7120,El Museo de la industria,Madrid,Comunidad de Madrid,De 10/1869 a 5/1873,1869,1873
2171-1453,Museo de las familias (Madrid),Madrid,Comunidad de Madrid,Del 25/01/1843 al 01/04/1870,1843,1870
2340-5856,Museo de los niños (Madrid. 1842),Madrid,Comunidad de Madrid,Del n. 1 (17/4/1842) al n. 48 (1843),1842,1843
2171-0899,Museo de los niños (Madrid. 1847),Madrid,Comunidad de Madrid,Del 04/1847 al 12/1850,1847,1850
2171-9918,El Museo popular,Madrid,Comunidad de Madrid,Del n. 1 (1887) al n. 104 (1889),1887,1889
1889-8440,El Museo universal,Madrid,Comunidad de Madrid,Del 15/01/1857 al 28/11/1869,1857,1869
1578-3375,Música (Madrid),Madrid,Comunidad de Madrid,Del 01/01/1917 al 15/12/1917,1917,1917
2478-902X,La Música religiosa en España,Madrid,Comunidad de Madrid,Del 1/1896 al 6/1899,1896,1899
1132-046X,La Nación (Madrid),Madrid,Comunidad de Madrid,Del 19/10/1925 al 13/3/1936,1925,1936
2171-7362,La Nación (Madrid. 1849),Madrid,Comunidad de Madrid,Del 1/5/1849 al 22/11/1873,1849,1873
1887-1208,La Nación militar,Madrid,Comunidad de Madrid,Del 01/01/1899 al 28/12/1912. Del n. 1 al n. 731,1899,1912
2171-6757,La Nación (Madrid. 1916),Madrid,Comunidad de Madrid,Del 23/10/1916 al 31/12/1918,1916,1918
1886-5380,El Nacional (Madrid. 1835),Madrid,Comunidad de Madrid,Del 10/1/1836 al 26/8/1836,1836,1836
2171-8229,Navegación puertos industrias del mar,Madrid,Comunidad de Madrid,Del 01/1934 al 08/1934. Del n. 1 al  n. 8,1934,1934
2605-4256,Neko (Madrid),Madrid,Comunidad de Madrid,Del 4/1935 al 6/1936. Del n. 1 al n. 8,1935,1936
0214-5529,El Nene (Madrid),Madrid,Comunidad de Madrid,Del 1859 al 26/05/1860. Del n. 1 al n. 20,1859,1860
2340-549X,La Niñez (Madrid),Madrid,Comunidad de Madrid,Del 1/1879 al 12/1882,1879,1882
2172-9557,Los Niños (Madrid),Madrid,Comunidad de Madrid,De 1870 a 1876,1870,1876
1885-3692,No the times,Madrid,Comunidad de Madrid,Del 21/02/1926 al 24/10/1926,1926,1926
1698-000X,La Noche (Madrid),Madrid,Comunidad de Madrid,Del 29/11/1911 al 7/4/1912,1911,1912
2173-7851,El Norte (Madrid. 1853),Madrid,Comunidad de Madrid,Del 04/04/1853 al 06/06/1853. Del n. 1 al n. 9,1853,1853
2174-9906,El Norte comercial y financiero,Madrid,Comunidad de Madrid,Del n. 21 (4/1932) al n. 24 (7/1932),1932,1932
2171-3448,El Norte de Madrid (Madrid),Madrid,Comunidad de Madrid,Del 10/04/1914 al 24/12/1916,1914,1916
2254-4852,Nosotros (Madrid. 1838),Madrid,Comunidad de Madrid,Del n. 1 (1/2/1838) al n. 359 (30/3/1839),1838,1839
2254-0687,El Notario (Madrid),Madrid,Comunidad de Madrid,Del n. 1 (5/1/1852) al n. 49 (6/12/1852),1852,1852
0369-5050,Notas y comunicaciones del Instituto Geológico y Minero de España,Madrid,Comunidad de Madrid,De 1928 a 1967,1928,1967
2171-746X,Noticia de los faros fanales y luces de puerto de las costas de España,Madrid,Comunidad de Madrid,De 1855 a 1857,1855,1857
2171-1461,El Noticiador ingenuo,Madrid,Comunidad de Madrid,30/04/1823,1823,1823
2697-0570,Noticias extraordinarias y singulares del estado presente de la Europa,Madrid,Comunidad de Madrid,Del 2/4/1701 al 12/4/1704,1701,1704
2660-3357,Nova Catalunya (Madrid),Madrid,Comunidad de Madrid,18/7/1938. N. 7,1938,1938
1889-8823,La Novela ilustrada,Madrid,Comunidad de Madrid,Del 15/12/1884 al 20/08/1886,1884,1886
2171-7516,Nuestra emigración,Madrid,Comunidad de Madrid,Del 01/1917 al 12/1928,1917,1928
2660-6615,Nuestra época (Madrid. 1931),Madrid,Comunidad de Madrid,12/12/1931. N. 2,1931,1931
2171-0910,Nuestro diario,Madrid,Comunidad de Madrid,Del 01/02/1937 al 31/12/1937. Del n. 1 al n. 269,1937,1937
1576-6519,Nuestro tiempo (Madrid),Madrid,Comunidad de Madrid,Del 01/1901 al 12/1926. Del n. 1 al n. 336,1901,1926
2173-2450,Nuestros hogares,Madrid,Comunidad de Madrid,Del 05/1934 al 02/1936. Del n. 5 al n. 22,1934,1936
1130-7544,La Nueva Iberia,Madrid,Comunidad de Madrid,Del 3/1/1868 al 29/9/1868,1868,1868
2171-8547,Nueva República,Madrid,Comunidad de Madrid,Del n. 1 (1936) al n. 40 (9/1937),1936,1937
2174-9949,Nueva academia heráldica,Madrid,Comunidad de Madrid,Del 3/1913 al 1/1924,1913,1924
1885-4982,La Nueva lidia,Madrid,Comunidad de Madrid,Del 07/05/1884 al 02/11/1886,1884,1886
2444-2712,Nuevas efemérides de España históricas y literarias,Madrid,Comunidad de Madrid,Del n. 1 (2/4/1805) al n. 50 (27/9/1805),1805,1805
2444-2704,Nuevas efemérides de España políticas literarias y religiosas,Madrid,Comunidad de Madrid,Del 10/1805 al 03/1806,1805,1806
1889-7975,Nuevas ordinarias de los sucessos del Norte,Madrid,Comunidad de Madrid,Del 16/11/1683 al 11/12/1696,1683,1696
1699-8677,Nuevo mundo (Madrid),Madrid,Comunidad de Madrid,Del 03/01/1895 al 28/12/1933,1895,1933
1887-9950,El Nuevo avisador,Madrid,Comunidad de Madrid,Del 1/10/1842 al 6/10/1845,1842,1845
2171-2735,El Nuevo daguerrotipo,Madrid,Comunidad de Madrid,Del 02/04/1852 al 10/05/1852. Del n. 1 al n. 6,1852,1852
1889-8513,Nuevo diario de Madrid,Madrid,Comunidad de Madrid,Del 01/02/1821 al 22/05/1823,1821,1823
1133-9535,El Nuevo lunes de la economía y la sociedad (Ed. impresa),Madrid,Comunidad de Madrid,Del 27/12/1999 al 22/12/2003,1999,2003
2487-6631,El Nuevo porvenir,Madrid,Comunidad de Madrid,Del 15/1/1887 al 29/1/1887,1887,1887
2174-758X,El Nuevo régimen,Madrid,Comunidad de Madrid,Del 17/01/1891 al 01/12/1927,1891,1927
2605-4124,Nuevo semanario erudito,Madrid,Comunidad de Madrid,1816. Del n. 1 al n. 2,1816,1816
1577-6506,El Nuevo siglo ilustrado,Madrid,Comunidad de Madrid,Del 07/03/1869 al 31/10/1869,1869,1869
1577-3515,Nuevo teatro crítico,Madrid,Comunidad de Madrid,De 1891 a 1893,1891,1893
2173-9668,Oasis (Madrid),Madrid,Comunidad de Madrid,Del 11/1934 al 01/1936. Del n. 1 al  n. 15,1934,1936
2253-7600,El Obrero gráfico,Madrid,Comunidad de Madrid,Del n. 1 (1/3/1908) al n. 94 (4/1936),1908,1936
2659-8655,El Observador (Madrid. 1787),Madrid,Comunidad de Madrid,1787. Del n. 1 al n. 6,1787,1787
2171-7184,El Observador (Madrid. 1848),Madrid,Comunidad de Madrid,Del 25/01/1848 al 26/02/1853. Del n. 1 al n. 1635,1848,1853
1577-9874,Observatorio pintoresco,Madrid,Comunidad de Madrid,Del 1837 al 30/10/1837. Del n. 1 al n. 17,1837,1837
2695-4885,Oca (Madrid),Madrid,Comunidad de Madrid,1982,1982,1982
2695-4893,Octubre (El Escorial),Madrid,Comunidad de Madrid,Del 4/2/1937 al 31/1/1938,1937,1938
2444-6718,Las Ocurrencias (Madrid. 1911),Madrid,Comunidad de Madrid,Del n. 2 (19/5/1911) al n. 138 (26/12/1913),1911,1913
2444-670X,Las Ocurrencias ilustradas,Madrid,Comunidad de Madrid,N. 1 (12/5/1911),1911,1911
2340-5848,La Ofrenda infantil,Madrid,Comunidad de Madrid,11/3/1923,1923,1923
2171-7230,El Ómnibus de ... (Madrid. 1858),Madrid,Comunidad de Madrid,1859,1859,1859
1889-8416,Ondas (Madrid),Madrid,Comunidad de Madrid,Del 01/06/1925 al 28/12/1935,1925,1935
2174-4378,Opinión española,Madrid,Comunidad de Madrid,Del 09/1935 al 01/1936. Del n. 1 al n. 3,1935,1936
2174-9469,Orbe (Madrid. 1932),Madrid,Comunidad de Madrid,Del n. 1 (1/10/1932) al n. 30 (15/12/1933),1932,1933
2171-9187,P.O.M. (Madrid),Madrid,Comunidad de Madrid,Del 10/1935 al 07/1936. Del n. 1 al n. 10,1935,1936
2171-7257,El Pabellón nacional (Madrid),Madrid,Comunidad de Madrid,Del 29/1/1865 al 19/10/1890,1865,1890
0214-5553,El Padre Cobos (Madrid. 1854),Madrid,Comunidad de Madrid,Del 24/09/1854 al 30/06/1856,1854,1856
1697-9389,El País (Ed. Galicia),Madrid,Comunidad de Madrid,2014-,2014,2023
1697-9435,El País (Ed. País Vasco),Madrid,Comunidad de Madrid,2014-,2014,2023
1697-9397,El País (Ed. nacional),Madrid,Comunidad de Madrid,2014-,2014,2023
2171-3901,El País (Madrid. 1887),Madrid,Comunidad de Madrid,Del 22/06/1887 al 09/02/1921,1887,1921
1134-6582,El País (Madrid. Ed. impresa),Madrid,Comunidad de Madrid,De 1976 a 2019-,1976,2019
2173-3244,Palencia (Madrid),Madrid,Comunidad de Madrid,Del 01/12/1934 al 15/12/1935. Del n. 1 al  n. 13,1934,1935
2171-5130,Palmas y pitos (Madrid),Madrid,Comunidad de Madrid,Del 24/03/1913 al 27/11/1915. Del n. 1 al n. 137,1913,1915
2171-5165,Pan y toros (Madrid),Madrid,Comunidad de Madrid,Del 06/04/1896 al 13/12/1897. Del n. 1 al n. 89,1896,1897
2171-827X,Panorama (Madrid. 1923),Madrid,Comunidad de Madrid,Del 28/04/1923 añ 05/07/1928. Del n. 1 al n. 52,1923,1928
2340-0579,Panorama internacional (Madrid),Madrid,Comunidad de Madrid,Del 15/06/1987 al 30/08/1993,1987,1993
2171-3928,El Panorama (Madrid. 1838),Madrid,Comunidad de Madrid,Del 29/03/1838 al 13/09/1841. Del n. 1 al n. 147,1838,1841
2171-2565,El Papamoscas y su tío,Madrid,Comunidad de Madrid,Del 02/06/1848 al 04/08/1848,1848,1848
2445-0731,Papel (Madrid. 2015),Madrid,Comunidad de Madrid,18/12/2016-,2016,2023
2172-363X,El Papelito (Madrid),Madrid,Comunidad de Madrid,Del 3/1868 al 29/1/1871,1868,1871
2660-6623,Para todos (Madrid. 1912),Madrid,Comunidad de Madrid,11/2/1912. N. 1,1912,1912
2173-0482,La Patria (Madrid. 1849),Madrid,Comunidad de Madrid,Del 1/1/1849 al 9/2/1851,1849,1851
2254-7525,La Patria de Cervantes (Madrid),Madrid,Comunidad de Madrid,Del 1/1901 al 12/1902,1901,1902
2660-2024,Patria y cultura (Madrid),Madrid,Comunidad de Madrid,24/6/1911,1911,1911
2173-139X,Patria y letras,Madrid,Comunidad de Madrid,Del n. 54 (15/7/1908) al n. 90 (31/1/1910),1908,1910
2486-0433,El Patriota,Madrid,Comunidad de Madrid,De 1812 a 29/12/1813,1812,1813
1888-1343,El Pensador,Madrid,Comunidad de Madrid,Desde el n. 1 (1762) al n. 86 (1767),1762,1767
2254-0733,El Pensamiento (Madrid. 1877),Madrid,Comunidad de Madrid,Del 4/2/1877 al 8/9/1877,1877,1877
1577-3957,El Pensamiento de la nación,Madrid,Comunidad de Madrid,Del 07/02/1844 al 31/12/1846,1844,1846
2173-254X,El Pensamiento español (Madrid. 1860),Madrid,Comunidad de Madrid,Del 2/1/1860 al 2/1/1874,1860,1874
2174-5943,Pepe-Hillo (Madrid),Madrid,Comunidad de Madrid,Del 09/02/1913 al 03/05/1913. Del n. 1 al n. 12,1913,1913
2659-7144,Perfiles (Madrid. 1920),Madrid,Comunidad de Madrid,1920,1920,1920
2171-259X,Pericón y Pendanga,Madrid,Comunidad de Madrid,Del 26/08/1848 al 30/08/1848,1848,1848
2487-4159,El Periódico de Madrid,Madrid,Comunidad de Madrid,Del 10/11/1978 al 29/4/1979,1978,1979
2171-4045,Periódico de la infancia,Madrid,Comunidad de Madrid,Del 15/08/1867 al 30/09/1869,1867,1869
